,Adjective,Sentence,Noun
112,"['DARKER', 'PUBLIC', 'PRIVATE']",Celebrities and people of wealth and power thought highly of the On a darker Halberstam does not drag the read through the Monica Lewinski instead he discusses public response to a private indiscretion and Paula the tolerance of and role of the media,Paula
113,"['INTERESTING', 'POSSIBLE', 'FOREIGN', 'EVENTUAL']",This is interesting reading as Halberstam discusses Clintons managment of a possible foreign policy and eventual involvement in and Somolia,Somolia
114,"['DETAILED', 'CLEAR', 'UNINHIBITED', 'UNDERSTANDABLE']",The Powell doctrine encouraged a detailed design of the campaign with clear objectives and uninhibited ability to finalizing with an understandable exist plan,Powell
115,"['INTERNAL', 'POLITICAL', 'CLEAR', 'ETHNIC']",Despite the hugh about of discussion about internal political power struggles with the National Security Council and Joint Chiefs of it was clear NATO could not stop the ethnic cleansing and the UN did not have the power to act,Chiefs
116,"['IMPORTANT', 'MILITARY', 'POLITICAL']",Halberstam stresses the important of war time reporters putting pressure for Military and political action,Halberstam
117,"['LITERAL', 'WHOLE', 'MILLENIAL']",We believe the literal gathering of the ten tribes will commence prior to Christs return and that Christ will reign over the whole earth during his millenial reign,Christ
118,"['POWERFUL', 'GLORIOUS', 'CAPABLE', 'JEWISH']",They were looking for a Messiah clothed in a powerful and glorious Messiah capable of freeing them from their captors and but it would not be until Christ second coming when the Jewish nation will recognize Christ as the Messiah,Messiah
119,"['PRIOR', 'PRESIDENTIAL', 'FOREIGN', 'CRIPPLING', 'AMERICAN']",Impotency was something Bush did not want because prior presidential foreign policies during the and Ford administration had felt the crippling effects of American Hostage constraint the free exercise of foreign policy,Hostage
120,"['FOREIGN', 'LITTLE', 'ACCEPTABLE']",President foreign policy of little wars would not be acceptable,President
121,"['AMERICAN', 'MILITARY', 'STRATEGIC', 'TEMPORARY']",Russian Putin would surprise American military strategic planners by agreeing quickly to support the war however stipulating they maintained an interest in this area and the alliance military base stations were to be temporary,Putin
122,"['MILITARY', 'CONCERNED', 'COLLATERAL']",Military planners were concerned about the ineffectiveness of collateral damage rating the campaign at Yellow,Yellow
123,"['DIFFICULT', 'HIGHEST', 'TREACHEROUS']",The Russians knew how difficult it was to win a war over the vast terrain of Afghanistan with some of the highest mountains in the world and some of the most treacherous path,Afghanistan
124,"['HUMBLE', 'BUREACRATIC', 'GREAT']",A firehouse pivots around the fire chief and Captain Callahan represented a and humble style of but when faced with bureacratic nonsense stood up to the hyprocrisy winning the admiration of his have us a A great captain,Callahan
125,"['QUICK', 'CONFIGURABLE', 'RENTAL']",Card Interface using IC Verify a quick search tool with configurable search criteria a module which handles customer payments in scheduled installments module which places items on Rental basis Point of Sale,Point
126,"['LITERAL', 'HISTORICAL', 'ELABORATE', 'POLITICAL']",With literal thousands of historical events chronologically tracing the emergence of fundamentalism through the world this work becomes an elaborate tapestry of the and political forces forming society in North and Iran,North
127,"['SUCCESSFUL', 'CHRISTAN', 'MASSIVE', 'PUBLIC']",Armstrong traces the successful penetration of Christan media and massive public support for individuals like and others,Armstrong
128,"['CLINICAL', 'SINGLE', 'HEALTHY']",Kimball job was to take samples of the liver during the clinical but Lance was switching bad liver tissues with a single donars healthy tissue,Lance
129,"['EQUAL', 'LARGE', 'OTHER']",The movement for equal rights started slowly and was large based on Christian they enemy strike thee on the check turn also the other,Christian
130,"['BLACK', 'RELIGIOUS', 'SIMPLE', 'FUNDAMENTAL']",Black religious leaders would draw from simple fundamental teachings of Christ and Ghandi about philosophy to encourage the black community to resist violence to achieve their objectives,Ghandi
131,"['FIRST', 'TRUMIPHANT', 'POLITICAL']",The first trumiphant event breaking the barrier of segration came as political pressure mounted against Mayor Ben West who commit to stop segregation and allow blacks and whites to eat together,Mayor
132,"['OLDER', 'BLACK', 'WHITE']",James Bevel who involved both the older black generation who feared and submitted completely the white man and the children in protest marches,Bevel
133,"['EARLY', 'CIVIL', 'RIGHT']",Halberstam struggles with explaining the issues preventing the Federal government from early involvement in civil right violations,Federal
134,"['APPALLING', 'MILITANT', 'INNOCENT']",The violence is appalling as Halberstam paints a picture of hugh waves of militant officers beating and club innocent and children in the act of prayer,Halberstam
135,"['COMPETITIVE', 'TOUGH', 'FIERCELESS']",The theme protrays Michael Jordon as competitive and a tough player with a fierceless tenacity to raise the standard of basketball transforming the NBA into big business,Jordon
136,"['EVENTUAL', 'GIFTED', 'PERFECT']",Halberstam details the struggles of Scottie Pippen and his eventual emergence as physically gifted the rebounding threat of and williness to work with Pippen creating the perfect weapon,Pippen
137,"['SECRET', 'SIGNIFICANT', 'STRONGER']",of the rare portions of the documentary is insight into Michael such the secret weapon to build strength without increasing significant mass creating a stronger Bulls team,Bulls
138,"['GREAT', 'SHORT', 'LIVED']",Alexander the Great empire was short lived,Alexander
139,"['WESTERN', 'MILITARY', 'POLITICAL', 'AWESOME']",Western culture military political infantry shock and power protrays an awesome advantage in terms of killing capacity,infantry
140,"['WESTERN', 'INDUSTRIAL', 'ADAPTATIVE']",Western economy of scales showed a US destroyer ratio compared to industrial production increases over Japan in the production of innovation verse codes of honor producing new more adaptative aircraft,Japan
141,"['INTELLECTUAL', 'BRILLANT', 'ACADEMIC']",Halberstam provided a bias favoritism of the Kennedy Administration protraying them as intellectual rationalist who recruited some of the most brillant academic minds to the and Rusk,Administration
142,"['INTERNAL', 'STRONG', 'ACCURATE']",Halberstam claims internal Intelligence battles would cause strong mistrust as he elaborates on state department visit to viet nam to gather accurate information relating to the Makong valley,Makong
143,"['POLITICAL', 'MILITARY', 'EVENTUAL']",Nixon would face political pressure to reduce military commitment and eventual return soldiers home,Nixon
144,"['NUCLEAR', 'TACTICAL', 'SPECIFIC', 'OBLITERATIVE']",Taylor curtailed the usage of nuclear tactical weapons because he felt the could not be limited to a specific area and nuclear strike estimates of 300 million killed in one day caused him to fear the obliterative potential,Taylor
145,"['STRANGE', 'SPIRITUAL', 'INTELLECTUAL']",McCoy mind melt with Spock has left him acting alittle strange and since he is the possessor of or spiritual and intellectual he believes Spock,Spock
146,"['HISTORICAL', 'GREEK', 'VALUEABLE', 'ATHENIAN']",Way of War historical perspectitive of the Greek wars provides valueable insight into the human and life of the Spartian and Athenian Hoplite foot soldier,Hoplite
147,"['SEMINAL', 'NEURAL', 'COMPETITIVE']",Hebb present his seminal theory of neural learning in 1949 called the Hebbian if a synapse is stimulated that synapse becomes a competitive network,Hebbian
148,"['OPTIC', 'MINIMAL', 'UNIFORM', 'INTERESTED']",Boton Roska research suggests that the optic nerve carries ten to twelve output each of which carries only minimal information about a given the ganglion cells send information only about the another group detects uniform another group detects and another group is interested in background images behind the image,Roska
149,"['CURIOUS', 'SIMPLE', 'SUFFICIENT', 'MATHEMATICAL']",curious how nature selected the 12 simple movies and how it can be that they are sufficient to provide us with all the information we seem to Ted Berger has developed a mathematical model of the transformations performed by layers of the hippocampus and programmed the model into a chip,Berger
150,"['OTHER', 'UPPER', 'SPINAL']",Arther Craig from the including nerves in the and other areas stream into the upper spinal cord,Craig
151,"['CHEAP', 'SOLAR', 'CAPABLE']",Nanosys and Konarka have projects for developing cheap nanoparticle solar power increase efficiency above and reducing cost of material capable of producing a watt to under a,Konarka
152,"['STRONG', 'OTHER', 'FLEXIBLE']",Adept Technologies has been manufacturing machines to produce an automated if labor cost could be a strong case can still be made for automating with robots and other flexible automation,Technologies
153,"['AWARE', 'SINGLE', 'DOUBLE', 'STATIONARY']",I was aware of two types of pushing single and double hand as practiced stationary or in but Frantzis shares two more types of pushing hands,Frantzis
154,"['MAGNETIC', 'INTERNAL', 'SMALL', 'EFFECTIVE', 'LINEAR']",He talks about Fa the ability to project the opponent without harm or injury by uprooting him through he talks of drilling power and magnetic he talks about soft and hard he distinquish the philosophies between Tai Ba and he talks about the 16 concepts of mastery of the internal he explains Ba Gua stress reappearance and He describes as delivered with the utilizes small yet using internal an internal and feared by the Praying Mantis style and the analysis for this He describes the why the Praying Mantis style is effective against linear attacks,Mantis
155,"['INTACT', 'OTHER', 'POSSIBLE']",The explosion has left of it intact and the other missing and without the the Klingon home gravity constants have changed forcing scenerios of possible extinction,Klingon
156,"['COWBOY', 'PIVOTAL', 'NECESSARY', 'PEACEFUL']",cowboy diplomacy plays a pivotal role necessary to maintain peaceful relationship with the Klingons,Klingons
157,"['OTHER', 'ORIGINAL', 'HISTORICAL']",Kirk and other members of the original Enterprise join Spock in this historical meeting with the Klingon Chancellor,Chancellor
158,"['INTIMATE', 'BRIGHTEST', 'VULCAN', 'VALUEABLE']",Tragically Spock must destroy an intimate relationship with one of his brightest Vulcan students to gain this valueable knowledge about the assasination attempt,Spock
159,"['TERRORIST', 'STATIONARY', 'RAPID']",inability to achieve objectives can kill a soldier half to as in the case of the trench wars of World War I where no side could circle and trap the opponent to end the and terrorist present the same dillema as they have not stationary base and so a rapid conflict decreases in effectiveness,World
160,"['USEFUL', 'STRONG', 'LOGICAL']",Analysis from A to Z Support and Resistence Technical securities price represents the fair market value as agreed between buyers and sellers in price are the result of changes in investor levels occur when there is consensus the price will not move levels occur when there is consensus the price will not move penetration of a support or resistence level indicate an change in investor is useful in determining how strong the change in investor remorse often follows the peneration of support or resistence compound your losses by averaging you own a ask yourself if you would buy it investments use logical approaches that minimize risks and maximize the basics of supply and demand,Technical
161,"['COOPERATIVE', 'OTHER', 'INPUT']",What do the Options Foreground cooperative level means that the application has access to data only when in the foreground in other has the input focus,Foreground
162,"['FIRST', 'DIRECT', 'SECOND']",This article serves two The first is to demostrate how direct and the second is how to implement the to capture input for the and joystick,joystick
163,"['DIRECT', 'AUDIO', 'VISUAL']",is Direct Direct show is a COM component that control with media streams both audio and visual,Direct
164,"['DIPLOMATIC', 'POLITICAL', 'ISLAMIC']",Schwarzkopf talks about his fathers diplomatic role and influence with the Shah of but Schwarzkopf narrative does not divulge any insight into the political tensions surrounding Islamic fundamentalism and the power struggles within Iran,Schwarzkopf
165,"['IRAQI', 'AGRICULTURAL', 'CIVILIAN']",Schwarzkopf visualized the campaign as a blend of Air power providing missile attacks from the sea destroying Iraqi assets without seriously obliterating Iraqi agricultural or civilian and and helicopter forces penetrating into Iraqi territory,Schwarzkopf
166,"['IRAQI', 'WILLING', 'NUCLEAR', 'COMMITTED']",Schwarzkopf would worry about weakeness from the Iraqi flank and theorize they might be willing to use nuclear weapons on committed troops in that area,Schwarzkopf
167,"['EXCLUSIVE', 'DRESSED', 'VILLAINOUS']",Using a cigar left and at the crime scene they visit an exclusive club where the cigars were created dressed as Turtle man and trace a route back the villainous Spiner mansion,Spiner
